2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,Graded exercise is *not* the correct advice for #LongCovid https://t.co/sRr3D9mQ4R
2020-11-23,"Second Vitamin D clinical trial, positive results https://t.co/4DwX62zw65 via @YouTube @PostCovidSynd #COVID19 #LongCovid #coronavirus"
2020-11-23,"Graded exercise being advised for those with #LongCovid - worryingly it says the article is 'Brought to you by the UK Government' - @NHSEngland ??  @Telegraph this is completely wrong advice!

https://t.co/GQty1jvafP"
2020-11-23,"Tonight, @60Minutes will be featuring a story on #LongCovid, #LongHaulers or Post-Acute Covid Syndrome as the medical community is now calling it.

Promises to be an interesting show. 

#Covid19 🦠 

https://t.co/YJ6jSqXYhJ"
2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,"@ePatientDave @ahandvanish @SaraAssaf Thanks for sharing! Many of our @itsbodypolitic patients have gotten creative with tracking, especially in the acute phase of infection. Although #longcovid is a whole other beast &amp; we need systemic solutions to #countlongcovid.

See discussions under here https://t.co/PoZonC1Xtv"
2020-11-23,"https://t.co/cCHHN7iXzg this is awe inspiring. More women in science please 🙌 Plus, over 8 months after having it, I'm still ill with #LongCovid symptoms. I hope people take up the opportunity to be vaccinated and avoid this rubbish illness. Immunity by other means is too risky."
2020-11-23,"Is it just me, or is there a seemingly active public and professional disassociation by the media and the medical field etc between #LongCovid and post viral #MECFS?

I feel like many (not all) are deliberately ignoring the long standing data and drawing parallels. Am I wrong?"
2020-11-23,"@fiski70 @babyowl_pink @lewbloch @LordDrakulzen @Yeshua_pro_vida @Jackaltwinky77 @th1rt3en_TM @MalevolenceInc1 @DanaMcwhitee @BrunTheBear @pn_schwartz @k_ross69 @thegodsareangry I wear my mask because I know I could be sick without knowing it, and I don't want to make others sick with something that could kill them, or that they could spread to others who might die. Or suffer organ damage. Or be stuck with #LongCovid."
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
2020-11-23,"#longcovid is the same as #PANS #PANDAS #ME #MCAS #NMDAR... unless we start calling them now longstrep, longEBV, longmycoplasma... Longcovid is one of these autoimmune conditions. This is not new. It is a new virus, but the response is the same!!!!"
2020-11-23,"Thank you @andersoncooper and the @60Minutes team for all the coverage you've given #LongCovid in the last few days, it's very much appreciated and needed! 
We still need to #CountLongCovid https://t.co/dqiRnJJUnI"
2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,"Thank you @andersoncooper and the @60Minutes team for all the coverage you've given #LongCovid in the last few days, it's very much appreciated and needed! 
We still need to #CountLongCovid https://t.co/dqiRnJJUnI"
2020-11-23,"""Do not make the same mistake of thinking that being young or being fit is gonna stop #COVID19.""

If you are suffering from long-term #coronavirus symptoms:

▶️ speak to your GP
OR
▶️ visit https://t.co/HneqAj4Cij 

#LongCOVID https://t.co/fPIWnDrg9B"
2020-11-23,So well done. Thank you @60Minutes for accurately depicting what it feels like to be a long hauler and the everyday challenges we face #LongCovid #CountLongCovid #LongHaulers https://t.co/dVnHc3rVC2
2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,"Thank you @andersoncooper and the @60Minutes team for all the coverage you've given #LongCovid in the last few days, it's very much appreciated and needed! 
We still need to #CountLongCovid https://t.co/dqiRnJJUnI"
2020-11-23,"Second Vitamin D clinical trial, positive results https://t.co/4DwX62zw65 via @YouTube @PostCovidSynd #COVID19 #LongCovid #coronavirus"
2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,Watching Burnley hosting Crystal Palace in a match this afternoon isn't making me feel better. I am grateful for the #FestiveFixtures from the #PremierLeague #LongCovid #longhaulers
2020-11-23,"Thank you @andersoncooper and the @60Minutes team for all the coverage you've given #LongCovid in the last few days, it's very much appreciated and needed! 
We still need to #CountLongCovid https://t.co/dqiRnJJUnI"
2020-11-23,8/ Takeway: we are not going to understand #LongCovid (or #Alzheimer’s or #MECFS for that matter) unless we 1) analyze patient tissue/biopsies and use techniques that go far beyond routine testing 2) are open-minded to #pathogen entry + persistence in the central nervous system
2020-11-23,"Back in bed with pneumonia symptoms. Doctor's appointment over zoom tomorrow, because they can't test me at the GP's office or at home. Covid really is the gift that keeps on giving. 

All of this 8,5 months (!) after infection. #LongCovid"
2020-11-23,THIS 😔 ⬇️ #LongCovid https://t.co/HxVFpYTuOH
2020-11-23,"When a ""positive"" result is not only haunting but painful as well. Allah Kareem! 

#COVID19 #QuaranthingsTheSeries #LongCovid https://t.co/nF287KZTa1"
2020-11-23,"https://t.co/cCHHN7iXzg this is awe inspiring. More women in science please 🙌 Plus, over 8 months after having it, I'm still ill with #LongCovid symptoms. I hope people take up the opportunity to be vaccinated and avoid this rubbish illness. Immunity by other means is too risky."
2020-11-23,"This is an incredibly important preprint to inform #LongCovid. Among many analyses, the team recruited 4 patients w/ prolonged + recurrent olfactory function loss after #COVID-19 (time from first COVID-19 symptoms to inclusion ranged from 110-196 days): https://t.co/L9QqCpxKNp https://t.co/0r1eE7VbtX"
2020-11-23,"Fill it out #CovidBreaths 
Get a thc patch on &amp; settle in. (not intended as advice or cure just anecdotal comfort advice). #longcovid #longhaulers #COVID19 https://t.co/dLkrAOPZFD"
2020-11-23,"This is an incredibly important preprint to inform #LongCovid. Among many analyses, the team recruited 4 patients w/ prolonged + recurrent olfactory function loss after #COVID-19 (time from first COVID-19 symptoms to inclusion ranged from 110-196 days): https://t.co/L9QqCpxKNp https://t.co/0r1eE7VbtX"
2020-11-23,"This is an incredibly important preprint to inform #LongCovid. Among many analyses, the team recruited 4 patients w/ prolonged + recurrent olfactory function loss after #COVID-19 (time from first COVID-19 symptoms to inclusion ranged from 110-196 days): https://t.co/L9QqCpxKNp https://t.co/0r1eE7VbtX"
2020-11-23,"Graded exercise being advised for those with #LongCovid - worryingly it says the article is 'Brought to you by the UK Government' - @NHSEngland ??  @Telegraph this is completely wrong advice!

https://t.co/GQty1jvafP"
2020-11-23,@microbeminded2 @BhupeshPrusty fyi neuroinvasion covid #longcovid #MECFS
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
2020-11-23,"@nopemountain @MikeStuchbery_ Hey, since this blew up a little, pls check out the disinformation guide me and volunteers wrote for my org, #MEAction. https://t.co/0M877l2tl9 We've also hosted clinical seminars and patient seminars for the #longCOVID community. https://t.co/AMSI0XrWnG"
2020-11-23,"[UPDATED] Our patient-led research represents #longcovid patients in 68 countries. Compared to prev survey, we have gotten much more geographically diverse. Many thanks to our amazing translation team! 
￼
Have or had COVID? Take our survey in 7 languages: https://t.co/SqlMLyUmlV https://t.co/zErnS3VtVr"
2020-11-23,Post-COVID #Dysautonomia appears to be common in #LongCovid patients. My hope is that my colleagues in various specialties don't jump to psychiatric diagnoses to explain the multiple symptoms that these patients experience. Read about #POTS diagnosis and treatment to help them! https://t.co/nLfOpeCEr0
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
2020-11-23,@bkives That's what I figured. Sounds like #LongCOVID erasure to me.
2020-11-23,8/ Takeway: we are not going to understand #LongCovid (or #Alzheimer’s or #MECFS for that matter) unless we 1) analyze patient tissue/biopsies and use techniques that go far beyond routine testing 2) are open-minded to #pathogen entry + persistence in the central nervous system
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
2020-11-23,@60Minutes There is precedent for the #longcovid experience. #WeHaveSeenThisBefore #MECFS
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
2020-11-23,"Looking for rehab professionals who are treating clients with #LongCOVID or who have experienced/are experiencing #LongCOVID themselves who are interested in sharing their experience with the 
@JOSPT
 blog. You can reach me here or at rachel@talusmedia.org!!"
2020-11-23,"There’s no better example of positive and effective use of social media than the story of #LongCovid. When people unite in compassion, vulnerability, solidarity, knowledge sharing and genuine support for each other, they can move mountains &amp; everyone will listen.
#CountLongCovid"
2020-11-23,"📢 RWBS podcast on #LongCovid w/ @Dr2NisreenAlwan  &amp; @SusanMichie Listen now:https://t.co/rXp0nLQnRs 
Nisreen shares her experience of longCOVID. We look at the anxiety it causes those living with it &amp; those treating it. Plus how to reduce risks, esp for #youngpeople. https://t.co/9djT5BmFzH"
2020-11-23,"hi all! we need more data from recovered COVID patients, both recovered from #LongCovid and especially those who recovered in just a few weeks from onset! The survey is now available in 9 languages! @patientled https://t.co/BDmx5ofiOe https://t.co/MIJ37RYfvT"
